year,month,CarGroup,prenotazioni,revenue_tot,revenue_media
2026,1.0,CABRIOLET,13.200000000000001,1165.56,88.29999999999998
2026,1.0,ECONOMY,187.00000000000003,26195.774,140.08435294117646
2026,1.0,FURGONE,283.8,124177.603,437.55321705426354
2026,1.0,LARGE,138.60000000000002,28850.745000000003,208.15833333333333
2026,1.0,MINI,81.4,11230.087000000001,137.96175675675676
2026,1.0,N/D,42.900000000000006,12165.890000000001,283.58717948717947
2026,1.0,PREMIUM,24.200000000000003,9914.861,409.705
2026,1.0,SMALL,134.20000000000002,21571.077,160.7382786885246
2026,1.0,STATION,22.0,3580.2470000000003,162.73850000000002
2026,1.0,SUV,68.2,14016.761000000002,205.5243548387097
2026,1.0,VAN,71.5,19855.385,277.6976923076923
2026,2.0,CABRIOLET,29.700000000000003,1886.2030000000002,63.50851851851852
2026,2.0,ECONOMY,177.10000000000002,21196.549000000003,119.68689440993789
2026,2.0,FURGONE,195.8,89827.39700000001,458.7711797752809
2026,2.0,LARGE,140.8,32805.19,232.99140625
2026,2.0,MINI,119.9,12417.823000000002,103.5681651376147
2026,2.0,N/D,18.700000000000003,8861.897,473.8982352941176
2026,2.0,PREMIUM,22.0,7454.821,338.8555
2026,2.0,SMALL,163.9,19711.769000000004,120.2670469798658
2026,2.0,STATION,31.900000000000002,3227.532,101.17655172413792
2026,2.0,SUV,67.10000000000001,8185.188000000001,121.98491803278688
2026,2.0,VAN,113.30000000000001,17540.666,154.81611650485436
2026,3.0,CABRIOLET,39.6,3806.473,96.12305555555555
2026,3.0,ECONOMY,236.50000000000003,33555.907,141.8854418604651
2026,3.0,FURGONE,207.9,48383.643000000004,232.72555555555556
2026,3.0,LARGE,227.70000000000002,46861.276000000005,205.80270531400967
2026,3.0,MINI,128.70000000000002,15419.866,119.81247863247862
2026,3.0,N/D,24.200000000000003,2253.438,93.11727272727272
2026,3.0,PREMIUM,18.700000000000003,7799.341000000001,417.0770588235294
2026,3.0,SMALL,262.90000000000003,38964.046,148.2086192468619
2026,3.0,STATION,48.400000000000006,10783.619000000002,222.8020454545455
2026,3.0,SUV,106.7,15563.097000000002,145.85845360824743
2026,3.0,VAN,122.10000000000001,22238.359,182.13234234234233
2026,4.0,CABRIOLET,51.7,7919.34,153.17872340425532
2026,4.0,ECONOMY,381.70000000000005,68129.77600000001,178.49037463976947
2026,4.0,FURGONE,268.40000000000003,69655.58600000001,259.5215573770492
2026,4.0,LARGE,425.70000000000005,110266.56300000001,259.0241085271318
2026,4.0,MINI,225.50000000000003,34116.093,151.29087804878048
2026,4.0,N/D,25.3,3793.9220000000005,149.95739130434785
2026,4.0,PREMIUM,30.800000000000004,16979.248000000003,551.2742857142857
2026,4.0,SMALL,304.70000000000005,48884.05500000001,160.43339350180506
2026,4.0,STATION,66.0,14631.496000000001,221.68933333333334
2026,4.0,SUV,110.00000000000001,32950.181000000004,299.5471
2026,4.0,VAN,156.20000000000002,65228.39400000001,417.59535211267604
2026,5.0,CABRIOLET,41.800000000000004,10213.728250000002,244.34756578947372
2026,5.0,ECONOMY,341.0,63742.492000000006,186.92812903225808
2026,5.0,FURGONE,289.3,68731.94900000001,237.58019011406847
2026,5.0,LARGE,452.1,123460.73300000001,273.082798053528
2026,5.0,MINI,187.00000000000003,31299.158,167.3751764705882
2026,5.0,N/D,24.200000000000003,4635.983,191.56954545454545
2026,5.0,PREMIUM,25.3,17163.135000000002,678.3847826086957
2026,5.0,SMALL,220.00000000000003,40209.356,182.76979999999998
2026,5.0,STATION,40.7,9623.746000000001,236.45567567567568
2026,5.0,SUV,91.30000000000001,26503.7498,290.2929879518072
2026,5.0,VAN,124.30000000000001,51771.89600000001,416.50761061946906
2026,6.0,CABRIOLET,50.6,11250.404,222.34
2026,6.0,ECONOMY,298.1,74817.68800000001,250.9818450184502
2026,6.0,FURGONE,221.10000000000002,43055.14400000001,194.73154228855722
2026,6.0,LARGE,390.50000000000006,108228.08700000001,277.1525915492958
2026,6.0,MINI,188.10000000000002,39385.78600000001,209.38748538011697
2026,6.0,N/D,9.9,1751.728,176.94222222222223
2026,6.0,PREMIUM,9.9,2573.3070000000002,259.93
2026,6.0,SMALL,206.8,45295.602000000006,219.03095744680851
2026,6.0,STATION,36.300000000000004,17977.718,495.25393939393933
2026,6.0,SUV,86.9,41704.49800000001,479.913670886076
2026,6.0,VAN,115.50000000000001,63120.365000000005,546.4966666666667
2026,7.0,CABRIOLET,47.300000000000004,11398.519,240.983488372093
2026,7.0,ECONOMY,335.5,89543.69600000001,266.896262295082
2026,7.0,FURGONE,225.50000000000003,52609.43600000001,233.30126829268295
2026,7.0,LARGE,469.70000000000005,175102.499,372.7964637002342
2026,7.0,MINI,166.10000000000002,45517.439,274.036357615894
2026,7.0,N/D,2.2,176.88000000000002,80.4
2026,7.0,PREMIUM,15.400000000000002,8767.407000000001,569.3121428571428
2026,7.0,SMALL,270.6,82537.18000000001,305.01544715447153
2026,7.0,STATION,39.6,20216.196000000004,510.51000000000005
2026,7.0,SUV,86.9,68570.623,789.0750632911393
2026,7.0,VAN,136.4,98887.41951,724.9810814516129
2026,8.0,CABRIOLET,49.50000000000001,11509.542,232.51599999999996
2026,8.0,ECONOMY,288.20000000000005,91613.45600000002,317.8815267175573
2026,8.0,FURGONE,165.0,44033.649,266.87059999999997
2026,8.0,LARGE,425.70000000000005,165692.61500000002,389.2239018087855
2026,8.0,MINI,171.60000000000002,37884.847,220.77416666666664
2026,8.0,N/D,1.1,0.0,0.0
2026,8.0,PREMIUM,23.1,8968.85,388.26190476190476
2026,8.0,SMALL,247.50000000000003,63209.003000000004,255.3899111111111
2026,8.0,STATION,34.1,9049.909000000001,265.39322580645165
2026,8.0,SUV,101.2,55252.901,545.9772826086956
2026,8.0,VAN,110.00000000000001,67575.035,614.3185
2026,9.0,CABRIOLET,38.5,8903.829000000002,231.26828571428575
2026,9.0,ECONOMY,281.6,63109.58500000001,224.1107421875
2026,9.0,FURGONE,226.60000000000002,47732.916000000005,210.6483495145631
2026,9.0,LARGE,513.7,139424.8471,271.4129785867238
2026,9.0,MINI,163.9,38457.133,234.63778523489933
2026,9.0,N/D,9.9,2993.0560000000005,302.3288888888889
2026,9.0,PREMIUM,14.3,6214.505000000001,434.5807692307693
2026,9.0,SMALL,268.40000000000003,50653.57,188.72418032786882
2026,9.0,STATION,35.2,10932.625,310.5859375
2026,9.0,SUV,140.8,55502.656,394.195
2026,9.0,VAN,119.9,58597.572,488.72036697247705
2026,10.0,CABRIOLET,23.1,4471.0380000000005,193.55142857142857
2026,10.0,ECONOMY,207.9,34806.827000000005,167.42100529100532
2026,10.0,FURGONE,210.10000000000002,50190.778000000006,238.88994764397907
2026,10.0,LARGE,343.20000000000005,76414.91000000002,222.6541666666667
2026,10.0,MINI,130.9,18314.802,139.9144537815126
2026,10.0,N/D,16.5,3602.676,218.344
2026,10.0,PREMIUM,6.6000000000000005,1323.0030000000002,200.455
2026,10.0,SMALL,143.0,21814.694000000003,152.5503076923077
2026,10.0,STATION,15.400000000000002,1377.574,89.45285714285714
2026,10.0,SUV,97.9,28093.34,286.95955056179776
2026,10.0,VAN,82.5,27569.63,334.17733333333337
2026,11.0,CABRIOLET,2.2,0.0,0.0
2026,11.0,ECONOMY,92.4,10806.884000000002,116.95761904761906
2026,11.0,FURGONE,166.10000000000002,21604.605,130.06986754966886
2026,11.0,LARGE,147.4,20625.11,139.92611940298508
2026,11.0,MINI,51.7,3452.262,66.77489361702128
2026,11.0,N/D,4.4,1365.0010000000002,310.2275
2026,11.0,SMALL,60.50000000000001,4945.204000000001,81.73890909090909
2026,11.0,STATION,4.4,779.0090000000001,177.0475
2026,11.0,SUV,34.1,4972.660000000001,145.82580645161292
2026,11.0,VAN,45.1,6796.625000000001,150.70121951219514
